id,cnpj,municipio,mesorregiao,setor,porte,natureza_juridica,capital_social,num_funcionarios,faturamento_anual_estimado,data_abertura,situacao,data_situacao
4727,84.256.142/9383-11,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,15780.43,0,56850.29,2025-10-26,Ativa,
4728,54.789.410/9772-97,Blumenau,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,15356.26,0,52742.67,2019-05-31,Baixada,2021-06-23
4729,75.998.822/9716-08,Florianópolis,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,157279.4,9,357139.75,2023-05-31,Ativa,
4730,82.692.439/3594-10,Criciúma,Sul Catarinense,Serviços profissionais,MEI,Empresário Individual,10592.01,1,22209.96,2022-07-03,Ativa,
4731,68.330.933/5329-61,Lages,Serrana,Turismo e hotelaria,MEI,Empresário Individual,9577.54,1,51871.4,2024-07-05,Ativa,
4732,30.827.641/2778-15,Navegantes,Vale do Itajaí,Indústria alimentícia,ME,Sociedade Limitada,244444.48,4,137405.98,2022-12-14,Baixada,2025-12-09
4733,90.232.961/2510-31,São José,Grande Florianópolis,Indústria têxtil e vestuário,ME,Sociedade Limitada,314754.22,9,328397.9,2025-05-10,Ativa,
4734,58.866.154/5505-95,Chapecó,Oeste Catarinense,Agronegócio,MEI,Empresário Individual,12381.91,0,44857.89,2024-11-13,Ativa,
4735,36.872.878/8746-43,Blumenau,Vale do Itajaí,Comércio varejista,Média,Sociedade Anônima Fechada,25176867.43,226,17936585.56,2022-07-21,Ativa,
4736,77.196.151/3359-46,São José,Grande Florianópolis,Comércio varejista,Grande,Sociedade Anônima,369441621.71,1412,52880163.86,2019-11-22,Baixada,2021-08-10
4737,87.473.264/3534-71,Itajaí,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,17014.18,1,69659.84,2020-08-12,Ativa,
4738,14.704.249/9317-80,Concórdia,Oeste Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,352565.43,6,115068.79,2020-01-09,Suspensa,
4739,17.917.202/9275-96,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,2455.5,0,41298.83,2025-10-22,Ativa,
4740,26.433.570/5189-15,Florianópolis,Grande Florianópolis,Alimentação e bebidas,EPP,Sociedade Limitada,3158573.14,48,3629533.86,2021-07-31,Ativa,
4741,81.006.418/5903-32,Palhoça,Grande Florianópolis,Educação e treinamento,MEI,Empresário Individual,5527.58,1,67828.9,2025-06-28,Ativa,
4742,48.849.540/9807-15,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,1088.54,1,24345.27,2021-10-03,Ativa,
4743,09.206.860/7527-76,Joinville,Norte Catarinense,Comércio varejista,Grande,Sociedade Anônima,461536128.43,1562,171751241.62,2021-11-05,Ativa,
4744,18.762.756/1838-44,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,8289.92,0,24737.73,2021-09-30,Ativa,
4745,47.752.047/4703-24,Palhoça,Grande Florianópolis,Alimentação e bebidas,EPP,Sociedade Limitada,2722690.55,34,4378505.11,2025-02-05,Ativa,
4746,36.264.141/2467-65,Joinville,Norte Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,339334.51,7,352814.27,2024-07-25,Ativa,
4747,37.894.207/6049-78,Canoinhas,Norte Catarinense,Serviços profissionais,ME,Sociedade Limitada,354413.38,1,184924.03,2025-08-20,Ativa,
4748,42.580.552/6114-33,São José,Grande Florianópolis,Serviços profissionais,Média,Sociedade Anônima Fechada,32296106.69,238,39669319.22,2022-01-06,Baixada,2024-04-22
4749,25.827.340/0955-15,Balneário Camboriú,Vale do Itajaí,Comércio varejista,Média,Sociedade Anônima Fechada,9158769.77,,6361232.95,2023-03-09,Ativa,
4750,65.422.695/7565-75,Florianópolis,Grande Florianópolis,Comércio varejista,EPP,Sociedade Limitada,928325.49,43,702671.24,2025-01-30,Ativa,
4751,63.797.587/3527-94,Jaraguá do Sul,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,18510.06,1,65387.23,2019-11-01,Ativa,
4752,45.397.277/9958-83,Florianópolis,Grande Florianópolis,Indústria têxtil e vestuário,Média,Sociedade Anônima Fechada,44342353.36,188,14511807.49,2025-11-01,Ativa,
4753,46.370.731/5061-82,Joinville,Norte Catarinense,Indústria metalúrgica,MEI,Empresário Individual,2729.31,1,80479.55,2023-05-25,Ativa,
4754,71.238.391/8080-46,Florianópolis,Grande Florianópolis,Educação e treinamento,Média,Sociedade Anônima Fechada,7154379.05,88,42171655.34,2025-08-07,Ativa,
4755,77.421.522/9957-21,Navegantes,Vale do Itajaí,Saúde e bem-estar,EPP,Sociedade Limitada,3526987.48,13,4680486.0,2022-09-10,Ativa,
4756,63.019.642/5983-94,Tubarão,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,3012.51,0,27152.82,2020-01-25,Ativa,
4757,56.514.682/9886-58,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,19918.75,1,15010.77,2024-05-24,Ativa,
4758,37.086.402/5977-06,Blumenau,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,14732.77,0,24527.37,2022-05-06,Ativa,
4759,27.318.243/8345-42,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,18176.19,1,59194.39,2025-02-24,Suspensa,
4760,78.525.312/4011-17,Florianópolis,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,17395.7,1,38767.52,2020-02-04,Baixada,2021-04-27
4761,98.864.223/1299-93,Joinville,Norte Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,3132890.19,38,2294551.17,2020-08-17,Baixada,2024-09-09
4762,78.410.467/9556-31,Navegantes,Vale do Itajaí,Construção civil,MEI,Empresário Individual,4814.9,1,76102.63,2023-12-28,Suspensa,
4763,24.064.976/4773-11,Rio do Sul,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,91358.11,5,128728.03,2020-07-04,Ativa,
4764,68.991.862/4313-87,Criciúma,Sul Catarinense,Turismo e hotelaria,EPP,Sociedade Limitada,4364507.64,43,858334.78,2019-12-16,Ativa,
4765,93.839.442/3896-71,Caçador,Oeste Catarinense,Beleza e estética,ME,Sociedade Limitada,51570.91,1,-1,2024-02-20,Baixada,2024-05-23
4766,88.680.110/7379-96,Concórdia,Oeste Catarinense,Comércio varejista,EPP,Sociedade Limitada,4399426.87,13,3251021.29,2022-06-09,Ativa,
4767,32.939.905/9812-11,Blumenau,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,8705.24,0,65037.51,2025-12-16,Ativa,
4768,41.284.720/6204-25,Blumenau,Vale do Itajaí,Agronegócio,ME,Sociedade Limitada,63497.18,9,106508.63,2022-02-06,Ativa,
4769,95.538.334/2253-20,Florianópolis,Grande Florianópolis,Construção civil,MEI,Empresário Individual,9026.0,0,30296.28,2021-09-18,Ativa,
4770,94.799.828/8684-57,Caçador,Oeste Catarinense,Turismo e hotelaria,MEI,Empresário Individual,19861.24,0,36973.26,2024-09-11,Baixada,2025-01-02
4771,29.007.213/7870-31,Itajaí,Vale do Itajaí,Construção civil,MEI,Empresário Individual,1432.13,1,71583.35,2025-02-17,Suspensa,
4772,18.044.874/1865-20,Joinville,Norte Catarinense,Transporte e logística,MEI,Empresário Individual,16761.38,0,73896.87,2023-06-25,Ativa,
4773,48.405.606/8642-34,Itajaí,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,310742.78,3,132982.39,2025-11-19,Ativa,
4774,14.181.958/9667-66,Balneário Camboriú,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,78400.24,6,225705.23,2021-09-11,Ativa,
4775,24.065.596/7276-91,São José,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,15315.99,1,77340.79,2024-06-29,Ativa,
4776,85.455.092/2306-36,Lages,Serrana,Indústria metalúrgica,MEI,Empresário Individual,5993.64,0,52929.2,2023-01-01,Suspensa,
4777,43.573.925/3639-22,Biguaçu,Grande Florianópolis,Alimentação e bebidas,EPP,Sociedade Limitada,4737541.85,47,3179171.76,2022-05-27,Ativa,
4778,41.467.411/8156-86,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,5233.85,1,65169.82,2022-09-25,Baixada,2025-11-05
4779,35.676.840/3714-17,São Bento do Sul,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,14871.86,1,28618.0,2020-05-20,Ativa,
4780,04.061.029/8217-77,Jaraguá do Sul,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,8534.93,0,25654.88,2024-08-27,Ativa,
4781,63.566.064/0415-36,São Bento do Sul,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,14926.9,1,59838.47,2022-02-07,Ativa,
4782,89.714.977/7929-96,Blumenau,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,325057.95,8,253627.55,2025-12-05,Ativa,
4783,27.502.498/7020-85,Florianópolis,Grande Florianópolis,Indústria metalúrgica,MEI,Empresário Individual,15638.24,0,76444.39,2019-07-31,Ativa,
4784,65.336.309/5785-41,Itajaí,Vale do Itajaí,Indústria têxtil e vestuário,EPP,Sociedade Limitada,1328836.48,36,3344322.45,2025-09-26,Ativa,
4785,21.049.403/2489-00,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,14014.09,0,80506.73,2022-07-21,Ativa,
4786,40.657.561/6732-27,Blumenau,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,64759.43,8,140541.73,2019-12-22,Ativa,
4787,32.959.278/8191-15,Caçador,Oeste Catarinense,Imobiliário,ME,Sociedade Limitada,185644.36,2,-1,2022-06-24,Ativa,
4788,59.272.573/1009-55,Blumenau,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,17092.62,0,45787.92,2019-08-03,Ativa,
4789,62.617.193/1516-64,Brusque,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,457890.56,20,2587334.86,2025-11-07,Ativa,
4790,51.131.906/2440-43,Florianópolis,Grande Florianópolis,Alimentação e bebidas,ME,Sociedade Limitada,155684.32,8,253714.29,2021-04-24,Ativa,
4791,14.938.008/9066-06,Balneário Camboriú,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,9836.76,1,15642.48,2021-09-26,Baixada,2025-07-09
4792,02.802.401/9515-89,Concórdia,Oeste Catarinense,Agronegócio,ME,Sociedade Limitada,291257.97,2,261020.7,2024-11-25,Ativa,
4793,25.276.972/1065-43,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,16050.83,0,40297.56,2023-03-23,Suspensa,
4794,42.335.519/7687-35,Criciúma,Sul Catarinense,Indústria alimentícia,MEI,Empresário Individual,17598.48,0,30078.93,2022-01-29,Ativa,
4795,44.979.859/2255-53,São José,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,7122.37,0,33011.82,2019-12-03,Baixada,2022-01-12
4796,55.457.465/5886-79,Joinville,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,220746.88,1,296144.75,2023-04-24,Ativa,
4797,49.043.493/5022-80,Criciúma,Sul Catarinense,Construção civil,EPP,Sociedade Limitada,4267830.14,27,2963904.2,2025-05-28,Ativa,
4798,93.070.900/4912-41,Lages,Serrana,Alimentação e bebidas,MEI,Empresário Individual,9553.18,0,42233.35,2023-06-23,Ativa,
4799,22.307.526/5822-80,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,7256.31,1,65634.19,2025-08-13,Ativa,
4800,40.698.835/2007-86,Criciúma,Sul Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,288406.5,4,358830.9,2022-06-27,Ativa,
4801,98.221.672/6325-03,Itajaí,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,4182.56,0,31346.34,2021-07-14,Ativa,
4802,93.982.802/5626-23,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,11003.76,1,56836.15,2019-10-31,Baixada,2022-06-05
4803,24.416.586/3447-83,Palhoça,Grande Florianópolis,Construção civil,Grande,Sociedade Anônima,418144688.74,1906,192532411.11,2023-03-22,Suspensa,
4804,36.476.439/0574-45,Joinville,Norte Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,6801.33,1,25254.75,2019-09-18,Suspensa,
4805,30.501.061/1289-51,Jaraguá do Sul,Norte Catarinense,Saúde e bem-estar,MEI,Empresário Individual,9276.99,1,62844.65,2021-07-20,Ativa,
4806,23.156.874/2328-12,Chapecó,Oeste Catarinense,Agronegócio,MEI,Empresário Individual,10657.68,1,44193.48,2023-11-09,Ativa,
4807,58.226.497/1071-42,Itajaí,Vale do Itajaí,Educação e treinamento,EPP,Sociedade Limitada,1758571.6,34,3930668.25,2022-04-28,Ativa,
4808,21.803.530/6825-75,Florianópolis,Grande Florianópolis,Saúde e bem-estar,ME,Sociedade Limitada,62478.86,5,101616.75,2023-01-25,Ativa,
4809,14.274.799/9637-60,Laguna,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,16609.88,1,40493.7,2024-12-21,Ativa,
4810,30.491.560/8725-75,São José,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,61742.78,9,255342.32,2025-01-20,Ativa,
4811,48.192.855/4534-99,Blumenau,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,16241.33,1,23998.79,2019-06-16,Ativa,
4812,72.325.509/7532-42,Criciúma,Sul Catarinense,Educação e treinamento,MEI,Empresário Individual,12594.22,1,21479.05,2025-08-08,Ativa,
4813,73.524.131/5986-66,Blumenau,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,265752.14,3,294424.0,2022-04-17,Suspensa,
4814,58.420.234/2442-29,Criciúma,Sul Catarinense,Serviços profissionais,MEI,Empresário Individual,4747.08,1,69000.97,2023-06-18,Ativa,
4815,22.493.045/9818-15,Tubarão,Sul Catarinense,Comércio varejista,EPP,Sociedade Limitada,4208461.02,11,663250.05,2022-03-30,Ativa,
4816,24.872.398/5794-20,Florianópolis,Grande Florianópolis,Transporte e logística,ME,Sociedade Limitada,239713.67,2,149452.59,2024-05-02,Suspensa,
4817,75.289.777/8945-10,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,14446.92,0,78436.97,2020-02-11,Suspensa,
4818,47.993.956/1967-75,Florianópolis,Grande Florianópolis,Transporte e logística,MEI,Empresário Individual,8356.69,,77528.23,2020-02-04,Baixada,2022-10-26
4819,53.570.226/7824-43,Rio do Sul,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,4868.18,0,54251.68,2025-02-05,Ativa,
4820,60.177.850/7742-15,Blumenau,Vale do Itajaí,Comércio varejista,Média,Sociedade Anônima Fechada,41789043.04,78,32399939.56,2021-10-21,Baixada,2024-06-27
4821,62.926.406/1424-21,Indaial,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,8053.15,1,78364.95,2025-03-02,Suspensa,
4822,76.960.495/2254-17,Brusque,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,19385.07,0,61636.52,2025-02-15,Ativa,
4823,31.953.192/1068-42,Balneário Camboriú,Vale do Itajaí,Indústria alimentícia,ME,Sociedade Limitada,205944.2,4,289908.03,2019-03-04,Ativa,
4824,30.041.195/6958-06,Biguaçu,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,16153.89,1,53372.39,2020-04-29,Baixada,2023-02-09
4825,66.720.170/7601-72,Blumenau,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,17929.47,0,26263.21,2024-07-07,Suspensa,
4826,01.941.667/7205-93,Blumenau,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,2192178.07,13,806518.31,2022-11-17,Baixada,2025-07-31
4827,63.044.838/4701-15,Caçador,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,6964.34,1,74821.42,2020-01-19,Ativa,
4828,80.465.864/0940-52,Joinville,Norte Catarinense,Tecnologia da informação,ME,Sociedade Limitada,344038.09,2,174678.73,2025-03-21,Ativa,
4829,53.490.860/1374-28,Joinville,Norte Catarinense,Agronegócio,ME,Sociedade Limitada,256621.1,9,225632.35,2023-06-08,Ativa,
4830,40.843.645/5073-29,Criciúma,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,15937.06,,19487.05,2025-07-01,Suspensa,
4831,81.004.040/9731-01,Concórdia,Oeste Catarinense,Tecnologia da informação,EPP,Sociedade Limitada,4369857.36,15,1310247.44,2024-01-10,Ativa,
4832,34.120.741/1328-42,Navegantes,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,8380.41,0,17234.87,2021-11-23,Ativa,
4833,69.275.348/1340-48,São José,Grande Florianópolis,Tecnologia da informação,EPP,Sociedade Limitada,599018.68,10,2960181.35,2020-07-01,Ativa,
4834,01.462.144/5696-91,Navegantes,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,16943.22,0,58486.13,2022-12-01,Ativa,
4835,95.006.254/5253-12,Imbituba,Sul Catarinense,Transporte e logística,ME,Sociedade Limitada,244900.46,5,246090.19,2022-03-18,Ativa,
4836,81.690.454/5920-88,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,5875.54,0,44401.57,2023-06-03,Suspensa,
4837,08.968.066/6632-06,Florianópolis,Grande Florianópolis,Agronegócio,MEI,Empresário Individual,6842.84,1,48775.07,2022-04-30,Baixada,2025-12-16
4838,63.559.980/6696-93,Chapecó,Oeste Catarinense,Tecnologia da informação,Grande,Sociedade Anônima,385106168.28,273,219505700.21,2025-09-11,Ativa,
4839,75.754.830/4439-64,Chapecó,Oeste Catarinense,Comércio varejista,EPP,Sociedade Limitada,2440899.91,18,-1,2020-01-14,Ativa,
4840,26.174.428/8276-13,Brusque,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,3407.76,1,78564.45,2022-01-08,Ativa,
4841,69.433.132/2557-06,Florianópolis,Grande Florianópolis,Construção civil,MEI,Empresário Individual,,0,12901.14,2019-01-28,Suspensa,
4842,64.483.830/3361-92,São Bento do Sul,Norte Catarinense,Agronegócio,EPP,Sociedade Limitada,3116439.04,29,3240253.05,2019-01-27,Ativa,
4843,23.824.308/3639-24,Blumenau,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,5997.1,0,78205.99,2023-06-23,Ativa,
4844,87.014.073/8780-97,Chapecó,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,12656.24,0,33455.35,2025-11-04,Ativa,
4845,07.194.617/3269-87,Navegantes,Vale do Itajaí,Alimentação e bebidas,EPP,Sociedade Limitada,4009186.17,41,3446256.57,2024-01-23,Ativa,
4846,56.944.702/8875-80,Lages,Serrana,Indústria metalúrgica,EPP,Sociedade Limitada,2939911.27,21,2055489.5,2021-11-26,Ativa,
4847,84.801.985/8944-90,Florianópolis,Grande Florianópolis,Alimentação e bebidas,Média,Sociedade Anônima Fechada,9061302.58,94,28980862.28,2023-10-22,Baixada,2025-06-09
4848,37.352.734/3347-25,Balneário Camboriú,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,3992.33,1,32015.45,2020-08-29,Ativa,
4849,71.744.449/1285-04,Chapecó,Oeste Catarinense,Agronegócio,MEI,Empresário Individual,3410.65,0,36008.75,2019-02-02,Ativa,
4850,34.425.406/0437-82,Navegantes,Vale do Itajaí,Turismo e hotelaria,MEI,Empresário Individual,11077.5,1,44180.69,2024-11-25,Ativa,
4851,90.675.925/6673-49,Palhoça,Grande Florianópolis,Comércio varejista,Média,Sociedade Anônima Fechada,40915531.94,72,26221441.32,2024-01-08,Ativa,
4852,96.767.817/6749-97,São José,Grande Florianópolis,Tecnologia da informação,ME,Sociedade Limitada,107136.41,8,219078.6,2019-03-18,Ativa,
4853,63.333.418/9209-14,Camboriú,Vale do Itajaí,Transporte e logística,Média,Sociedade Anônima Fechada,22151990.32,179,9526386.46,2024-04-22,Suspensa,
4854,54.187.308/5584-65,Palhoça,Grande Florianópolis,Imobiliário,ME,Sociedade Limitada,214358.97,8,-1,2023-03-10,Ativa,
4855,51.720.135/3080-71,Imbituba,Sul Catarinense,Construção civil,MEI,Empresário Individual,6445.26,0,63195.59,2025-04-21,Ativa,
4856,20.282.501/5055-99,Joinville,Norte Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,3058906.64,35,4734302.29,2023-10-13,Ativa,
4857,76.128.635/1614-05,Joaçaba,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,15780.71,0,12330.9,2024-04-23,Ativa,
4858,55.355.396/9772-32,Blumenau,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,142777.97,3,225509.02,2025-05-07,Ativa,
4859,53.946.895/9608-95,Navegantes,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,15754.85,1,69884.23,2024-09-29,Ativa,
4860,80.164.876/1507-25,Camboriú,Vale do Itajaí,Tecnologia da informação,ME,Sociedade Limitada,118934.66,9,226530.71,2020-07-08,Ativa,
4861,70.311.813/0918-45,Itajaí,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,278724.62,1,279097.75,2022-04-27,Baixada,2024-02-29
4862,14.535.905/5042-46,Florianópolis,Grande Florianópolis,Indústria têxtil e vestuário,MEI,Empresário Individual,4154.13,1,54146.45,2019-10-06,Suspensa,
4863,67.237.478/4327-26,Florianópolis,Grande Florianópolis,Beleza e estética,ME,Sociedade Limitada,241276.41,7,91605.62,2023-07-18,Ativa,
4864,88.359.159/6308-95,Itajaí,Vale do Itajaí,Agronegócio,Média,Sociedade Anônima Fechada,38459563.03,50,12314897.97,2024-09-24,Suspensa,
4865,05.483.030/5232-63,Criciúma,Sul Catarinense,Tecnologia da informação,MEI,Empresário Individual,,0,34703.25,2023-02-03,Ativa,
4866,14.184.812/4312-75,Blumenau,Vale do Itajaí,Alimentação e bebidas,Média,Sociedade Anônima Fechada,10407644.42,153,26920275.51,2021-09-03,Ativa,
